Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
96,'1000',None,60 cm 100 y-1,3.79,995.00,0.42,0.00,63.64,54.71,87.00,61.44,8.47,74.17,12.74,123.07,2.59,2.00,0.83,1.20,11.70,101.80,21.27,110.40,153.40,30.40
97,'1000',None,60 cm 100 y-1,3.81,995.00,0.42,0.00,64.11,54.74,87.00,62.29,8.52,74.56,12.27,123.45,2.61,2.00,0.83,1.21,11.70,101.90,21.53,111.60,156.00,30.80
98,'1000',None,60 cm 100 y-1,3.83,996.00,0.42,0.00,64.58,54.78,87.00,63.14,8.57,74.94,11.80,123.84,2.63,2.00,0.82,1.22,11.70,102.00,21.79,112.80,158.60,31.10
99,'1000',None,60 cm 100 y-1,3.84,997.00,0.43,0.00,65.06,54.81,87.00,64.00,8.63,75.32,11.32,124.22,2.65,2.00,0.82,1.23,11.70,102.20,22.06,113.90,161.30,31.50
100,'1000',None,60 cm 100 y-1,3.86,997.00,0.43,0.00,65.54,54.84,87.00,64.87,8.68,75.71,10.84,124.61,2.67,2.00,0.82,1.24,11.70,102.30,22.32,115.10,163.90,31.90
1,'1000',None,122 cm 100 y-1,1.98,858.00,0.22,0.00,32.90,47.17,77.00,4.70,3.67,48.00,43.30,96.90,2.36,1.70,0.94,0.30,10.10,90.90,6.01,1.20,0.80,4.20
2,'1000',None,122 cm 100 y-1,1.89,859.00,0.22,0.00,33.08,47.24,77.00,5.07,3.84,48.19,43.11,97.08,0.82,1.70,0.94,0.31,10.10,91.00,6.09,2.20,1.60,4.40
3,'1000',None,122 cm 100 y-1,1.90,861.00,0.22,0.00,33.28,47.33,77.00,5.47,4.02,48.38,42.91,97.27,0.83,1.70,0.94,0.31,10.10,91.10,6.18,3.30,2.50,4.60
4,'1000',None,122 cm 100 y-1,1.91,862.00,0.22,0.00,33.50,47.42,78.00,5.88,4.20,48.57,42.69,97.47,0.84,1.70,0.94,0.32,10.10,91.20,6.26,4.40,3.30,4.80
5,'1000',None,122 cm 100 y-1,1.93,864.00,0.22,0.00,33.74,47.51,78.00,6.31,4.38,48.76,42.45,97.66,0.85,1.70,0.94,0.32,10.20,91.30,6.35,5.50,4.20,5.00
6,'1000',None,122 cm 100 y-1,1.95,866.00,0.22,0.00,33.99,47.62,78.00,6.75,4.56,48.96,42.20,97.85,0.87,1.70,0.93,0.33,10.20,91.40,6.43,6.50,5.00,5.20
7,'1000',None,122 cm 100 y-1,1.97,868.00,0.23,0.00,34.26,47.72,78.00,7.22,4.73,49.15,41.94,98.05,0.88,1.70,0.93,0.34,10.20,91.50,6.52,7.60,5.90,5.40
8,'1000',None,122 cm 100 y-1,1.99,870.00,0.23,0.00,34.55,47.84,78.00,7.70,4.91,49.35,41.65,98.25,0.89,1.70,0.93,0.34,10.20,91.60,6.61,8.70,6.80,5.60
9,'1000',None,122 cm 100 y-1,2.01,872.00,0.23,0.00,34.85,47.95,78.00,8.20,5.09,49.55,41.35,98.45,0.91,1.70,0.93,0.35,10.30,91.80,6.70,9.80,7.70,5.80
10,'1000',None,122 cm 100 y-1,2.03,874.00,0.23,0.00,35.16,48.08,78.00,8.72,5.27,49.76,41.04,98.65,0.93,1.70,0.93,0.36,10.30,91.90,6.79,10.90,8.60,6.00
11,'1000',None,122 cm 100 y-1,2.06,876.00,0.23,0.00,35.50,48.20,78.00,9.25,5.44,49.96,40.71,98.86,0.94,1.80,0.93,0.37,10.30,92.00,6.89,12.00,9.60,6.20
12,'1000',None,122 cm 100 y-1,2.08,879.00,0.24,0.00,35.84,48.34,78.00,9.81,5.62,50.17,40.36,99.07,0.96,1.80,0.93,0.37,10.30,92.10,6.98,13.20,10.50,6.40
13,'1000',None,122 cm 100 y-1,2.11,881.00,0.24,0.00,36.21,48.47,78.00,10.38,5.80,50.38,40.00,99.28,0.98,1.80,0.93,0.38,10.40,92.20,7.08,14.30,11.50,6.60
14,'1000',None,122 cm 100 y-1,2.13,884.00,0.24,0.00,36.59,48.61,78.00,10.97,5.98,50.59,39.63,99.49,1.00,1.80,0.93,0.39,10.40,92.30,7.18,15.40,12.50,6.80
15,'1000',None,122 cm 100 y-1,2.16,887.00,0.24,0.00,36.98,48.76,79.00,11.57,6.16,50.81,39.24,99.71,1.02,1.80,0.93,0.40,10.40,92.40,7.28,16.60,13.50,7.00
16,'1000',None,122 cm 100 y-1,2.19,889.00,0.25,0.00,37.39,48.91,79.00,12.20,6.33,51.03,38.83,99.93,1.05,1.80,0.93,0.41,10.50,92.50,7.39,17.70,14.60,7.20
17,'1000',None,122 cm 100 y-1,2.22,892.00,0.25,0.00,37.81,49.06,79.00,12.84,6.51,51.25,38.41,100.15,1.07,1.80,0.93,0.43,10.50,92.70,7.50,18.80,15.70,7.50
18,'1000',None,122 cm 100 y-1,2.25,895.00,0.25,0.00,38.25,49.22,79.00,13.50,6.69,51.48,37.98,100.37,1.10,1.80,0.92,0.44,10.50,92.80,7.61,20.00,16.80,7.70
19,'1000',None,122 cm 100 y-1,2.28,898.00,0.25,0.00,38.70,49.38,79.00,14.18,6.87,51.70,37.53,100.60,1.12,1.80,0.92,0.45,10.60,92.90,7.72,21.20,17.90,7.90
20,'1000',None,122 cm 100 y-1,2.31,901.00,0.26,0.00,39.17,49.54,79.00,14.87,7.04,51.94,37.06,100.83,1.15,1.80,0.92,0.46,10.60,93.00,7.83,22.30,19.00,8.10
21,'1000',None,122 cm 100 y-1,2.35,904.00,0.26,0.00,39.65,49.70,79.00,15.59,7.22,52.17,36.58,101.07,1.18,1.80,0.92,0.48,10.60,93.10,7.95,23.50,20.20,8.40
22,'1000',None,122 cm 100 y-1,2.38,907.00,0.26,0.00,40.15,49.87,79.00,16.32,7.40,52.41,36.09,101.31,1.21,1.80,0.92,0.49,10.70,93.20,8.07,24.70,21.40,8.60
23,'1000',None,122 cm 100 y-1,2.42,910.00,0.27,0.00,40.66,50.04,79.00,17.07,7.58,52.65,35.58,101.55,1.24,1.80,0.92,0.51,10.70,93.40,8.20,25.90,22.70,8.90
24,'1000',None,122 cm 100 y-1,2.46,913.00,0.27,0.00,41.18,50.21,79.00,17.83,7.76,52.90,35.06,101.79,1.27,1.80,0.92,0.52,10.70,93.50,8.32,27.00,23.90,9.10
25,'1000',None,122 cm 100 y-1,2.50,916.00,0.27,0.00,41.72,50.38,80.00,18.62,7.93,53.15,34.53,102.04,1.30,1.80,0.92,0.54,10.80,93.60,8.45,28.20,25.20,9.40
26,'1000',None,122 cm 100 y-1,2.53,919.00,0.28,0.00,42.27,50.55,80.00,19.42,8.11,53.40,33.98,102.30,1.34,1.80,0.92,0.56,10.80,93.70,8.59,29.40,26.60,9.60
27,'1000',None,122 cm 100 y-1,2.58,922.00,0.28,0.00,42.84,50.72,80.00,20.24,8.29,53.66,33.42,102.56,1.38,1.80,0.91,0.57,10.90,93.80,8.72,30.60,28.00,9.90
28,'1000',None,122 cm 100 y-1,2.62,925.00,0.29,0.00,43.42,50.90,80.00,21.08,8.47,53.92,32.84,102.82,1.41,1.90,0.91,0.59,10.90,94.00,8.87,31.80,29.40,10.10
29,'1000',None,122 cm 100 y-1,2.66,929.00,0.29,0.00,44.01,51.07,80.00,21.93,8.64,54.19,32.25,103.08,1.45,1.90,0.91,0.61,10.90,94.10,9.01,33.00,30.80,10.40
30,'1000',None,122 cm 100 y-1,2.71,932.00,0.29,0.00,44.62,51.25,80.00,22.81,8.82,54.46,31.65,103.35,1.49,1.90,0.91,0.63,11.00,94.20,9.16,34.30,32.30,10.70
31,'1000',None,122 cm 100 y-1,2.75,935.00,0.30,0.00,45.24,51.42,80.00,23.70,9.00,54.73,31.03,103.63,1.53,1.90,0.91,0.65,11.00,94.30,9.31,35.50,33.80,10.90
32,'1000',None,122 cm 100 y-1,2.80,938.00,0.30,0.00,45.88,51.60,80.00,24.61,9.18,55.01,30.40,103.91,1.58,1.90,0.91,0.67,11.00,94.40,9.47,36.70,35.40,11.20
33,'1000',None,122 cm 100 y-1,2.85,941.00,0.31,0.00,46.52,51.77,80.00,25.53,9.36,55.30,29.76,104.19,1.62,1.90,0.91,0.70,11.10,94.60,9.63,37.90,37.00,11.50
34,'1000',None,122 cm 100 y-1,2.90,944.00,0.31,0.00,47.18,51.94,80.00,26.48,9.53,55.59,29.11,104.48,1.67,1.90,0.91,0.72,11.10,94.70,9.80,39.10,38.70,11.80
35,'1000',None,122 cm 100 y-1,2.95,947.00,0.31,0.00,47.85,52.11,81.00,27.44,9.71,55.88,28.44,104.78,1.72,1.90,0.90,0.74,11.10,94.80,9.97,40.40,40.40,12.10
36,'1000',None,122 cm 100 y-1,3.00,951.00,0.32,0.00,48.54,52.28,81.00,28.42,9.89,56.18,27.76,105.08,1.77,1.90,0.90,0.77,11.20,94.90,10.15,41.60,42.20,12.40
37,'1000',None,122 cm 100 y-1,3.05,954.00,0.32,0.00,49.24,52.45,81.00,29.42,10.07,56.49,27.07,105.38,1.82,1.90,0.90,0.79,11.20,95.10,10.33,42.80,44.00,12.70
38,'1000',None,122 cm 100 y-1,3.11,957.00,0.33,0.00,49.95,52.61,81.00,30.43,10.24,56.80,26.36,105.69,1.87,1.90,0.90,0.82,11.30,95.20,10.52,44.10,45.90,13.00
39,'1000',None,122 cm 100 y-1,3.17,959.00,0.33,0.00,50.67,52.77,81.00,31.47,10.42,57.11,25.65,106.01,1.92,1.90,0.90,0.85,11.30,95.30,10.71,45.30,47.80,13.30
40,'1000',None,122 cm 100 y-1,3.22,962.00,0.34,0.00,51.40,52.93,81.00,32.52,10.60,57.44,24.92,106.33,1.98,1.90,0.90,0.88,11.30,95.40,10.91,46.60,49.80,13.60
41,'1000',None,122 cm 100 y-1,3.28,965.00,0.34,0.00,52.15,53.08,81.00,33.59,10.78,57.76,24.18,106.66,2.04,1.90,0.90,0.91,11.40,95.50,11.11,47.80,51.80,14.00
42,'1000',None,122 cm 100 y-1,3.34,968.00,0.35,0.00,52.91,53.24,81.00,34.67,10.96,58.10,23.42,107.00,2.10,1.90,0.89,0.94,11.40,95.70,11.32,49.10,53.90,14.30
43,'1000',None,122 cm 100 y-1,3.41,971.00,0.35,0.00,53.68,53.38,81.00,35.78,11.13,58.44,22.66,107.34,2.16,1.90,0.89,0.97,11.40,95.80,11.54,50.30,56.10,14.60
44,'1000',None,122 cm 100 y-1,3.46,973.00,0.36,0.00,54.46,53.53,82.00,36.90,11.31,58.78,21.88,107.68,2.22,1.90,0.89,1.00,11.40,95.90,11.76,51.60,58.30,15.00
45,'1000',None,122 cm 100 y-1,3.49,976.00,0.36,0.00,55.26,53.66,82.00,38.04,11.49,59.13,21.09,108.03,2.25,2.00,0.89,1.01,11.50,96.00,11.98,52.80,60.50,15.30
46,'1000',None,122 cm 100 y-1,3.52,978.00,0.37,0.00,56.06,53.80,82.00,39.20,11.67,59.49,20.29,108.38,2.28,2.00,0.89,1.03,11.50,96.20,12.21,54.00,62.80,15.70
47,'1000',None,122 cm 100 y-1,3.56,980.00,0.37,0.00,56.89,53.93,82.00,40.37,11.84,59.84,19.47,108.74,2.31,2.00,0.89,1.05,11.50,96.30,12.44,55.30,65.10,16.00
48,'1000',None,122 cm 100 y-1,3.59,983.00,0.38,0.00,57.72,54.05,82.00,41.57,12.02,60.20,18.63,109.10,2.35,2.00,0.88,1.07,11.60,96.40,12.68,56.50,67.50,16.40
49,'1000',None,122 cm 100 y-1,3.62,985.00,0.39,0.00,58.58,54.17,82.00,42.78,12.20,60.56,17.79,109.46,2.38,2.00,0.88,1.09,11.60,96.50,12.92,57.80,69.90,16.80
50,'1000',None,122 cm 100 y-1,3.66,987.00,0.39,0.00,59.44,54.28,82.00,44.01,12.38,60.93,16.92,109.83,2.42,2.00,0.88,1.11,11.60,96.70,13.16,59.00,72.30,17.10
51,'1000',None,122 cm 100 y-1,3.69,989.00,0.40,0.00,60.32,54.39,82.00,45.25,12.56,61.30,16.05,110.20,2.45,2.00,0.88,1.13,11.60,96.80,13.40,60.20,74.70,17.50
52,'1000',None,122 cm 100 y-1,3.73,991.00,0.40,0.00,61.22,54.48,82.00,46.52,12.73,61.67,15.15,110.57,2.49,2.00,0.88,1.15,11.70,96.90,13.65,61.50,77.20,17.90
53,'1000',None,122 cm 100 y-1,3.76,992.00,0.41,0.00,62.13,54.58,82.00,47.80,12.91,62.05,14.25,110.95,2.53,2.00,0.87,1.17,11.70,97.00,13.91,62.70,79.80,18.20
54,'1000',None,122 cm 100 y-1,3.80,994.00,0.41,0.00,63.05,54.66,83.00,49.10,13.09,62.43,13.33,111.33,2.57,2.00,0.87,1.19,11.70,97.20,14.16,64.00,82.30,18.60
55,'1000',None,122 cm 100 y-1,3.83,995.00,0.42,0.00,63.99,54.73,83.00,50.42,13.27,62.81,12.39,111.71,2.60,2.00,0.87,1.21,11.70,97.30,14.42,65.20,84.90,19.00
56,'1000',None,122 cm 100 y-1,3.87,996.00,0.43,0.00,64.94,54.80,83.00,51.75,13.44,63.20,11.44,112.10,2.64,2.00,0.87,1.23,11.70,97.40,14.69,66.40,87.60,19.40
57,'1000',None,122 cm 100 y-1,3.90,997.00,0.43,0.00,65.91,54.86,83.00,53.11,13.62,63.59,10.48,112.49,2.68,2.00,0.87,1.25,11.70,97.50,14.95,67.60,90.30,19.80
58,'1000',None,122 cm 100 y-1,3.94,998.00,0.44,0.00,66.89,54.91,83.00,54.48,13.80,63.98,9.50,112.88,2.72,2.00,0.87,1.26,11.70,97.70,15.23,68.80,93.00,20.20
59,'1000',None,122 cm 100 y-1,3.97,999.00,0.45,0.00,67.89,54.95,83.00,55.87,13.98,64.38,8.51,113.28,2.76,2.00,0.86,1.28,11.80,97.80,15.50,70.00,95.70,20.60
60,'1000',None,122 cm 100 y-1,4.01,1000.00,0.45,0.00,68.89,54.98,83.00,57.27,14.16,64.78,7.51,113.68,2.80,2.00,0.86,1.30,11.80,97.90,15.78,71.30,98.50,21.00
61,'1000',None,122 cm 100 y-1,4.04,1000.00,0.46,0.00,69.92,54.99,83.00,58.70,14.33,65.18,6.49,114.08,2.84,2.00,0.86,1.32,11.80,98.00,16.07,72.50,101.40,21.40
62,'1000',None,122 cm 100 y-1,4.08,1000.00,0.47,0.00,70.96,55.00,83.00,60.14,14.51,65.59,5.45,114.49,2.89,2.00,0.86,1.34,11.80,98.10,16.36,73.60,104.30,21.80
63,'1000',None,122 cm 100 y-1,4.08,999.00,0.47,0.00,72.01,54.94,84.00,61.60,14.69,66.00,4.40,114.90,2.93,2.00,0.86,1.36,11.80,98.20,16.65,74.80,107.20,22.20
64,'1000',None,122 cm 100 y-1,4.04,995.00,0.48,0.00,73.08,54.74,84.00,63.08,14.87,66.40,3.33,115.30,2.97,2.00,0.85,1.37,11.70,98.40,16.95,75.90,110.20,22.60
65,'1000',None,122 cm 100 y-1,3.99,989.00,0.49,0.00,74.17,54.39,84.00,64.57,15.04,66.80,2.23,115.70,3.02,2.00,0.85,1.37,11.60,98.50,17.25,76.80,113.20,23.00
66,'1000',None,122 cm 100 y-1,3.93,980.00,0.50,0.00,75.28,53.88,84.00,66.09,15.22,67.20,1.11,116.09,3.06,2.00,0.85,1.37,11.50,98.50,17.55,77.70,116.30,23.40
67,'1000',None,122 cm 100 y-1,3.86,967.00,0.50,0.00,76.42,53.20,84.00,67.62,15.40,67.58,-0.04,116.48,3.11,1.90,0.85,1.36,11.40,98.60,17.87,78.50,119.40,23.80
68,'1000',None,122 cm 100 y-1,3.77,952.00,0.51,0.00,77.59,52.35,84.00,69.17,15.58,67.96,-1.21,116.86,3.16,1.90,0.84,1.35,11.20,98.70,18.18,79.10,122.50,24.20
69,'1000',None,122 cm 100 y-1,3.68,933.00,0.52,0.00,78.77,51.31,84.00,70.73,15.76,68.33,-2.41,117.22,3.20,1.90,0.84,1.32,11.00,98.70,18.50,79.50,125.70,24.50
70,'1000',None,122 cm 100 y-1,3.58,910.00,0.53,0.00,79.99,50.06,84.00,72.32,15.93,68.68,-3.63,117.58,3.25,1.80,0.84,1.29,10.70,98.80,18.83,79.90,129.00,24.90
71,'1000',None,122 cm 100 y-1,3.46,884.00,0.53,0.00,81.24,48.60,84.00,73.92,16.11,69.03,-4.89,117.93,3.30,1.80,0.84,1.25,10.40,98.80,19.16,80.00,132.30,25.20
72,'1000',None,122 cm 100 y-1,3.33,853.00,0.54,0.00,82.51,46.91,84.00,75.54,16.29,69.36,-6.18,118.26,3.36,1.70,0.84,1.20,10.00,98.80,19.49,80.00,135.60,25.60
73,'1000',None,122 cm 100 y-1,3.19,818.00,0.55,0.00,83.81,44.97,84.00,77.18,16.47,69.68,-7.49,118.58,3.41,1.60,0.83,1.15,9.60,98.70,19.83,79.80,139.00,25.90
74,'1000',None,122 cm 100 y-1,3.04,778.00,0.56,0.00,85.15,42.76,84.00,78.83,16.64,69.99,-8.85,118.88,3.46,1.60,0.83,1.08,9.10,98.70,20.18,79.40,142.50,26.20
75,'1000',None,122 cm 100 y-1,2.86,732.00,0.57,0.00,86.52,40.28,84.00,80.51,16.82,70.27,-10.23,119.17,3.52,1.50,0.83,1.01,8.60,98.60,20.53,78.70,146.00,26.50
76,'1000',None,122 cm 100 y-1,2.67,682.00,0.58,0.00,87.92,37.50,84.00,82.20,17.00,70.54,-11.66,119.44,3.58,1.40,0.83,0.93,8.00,98.50,20.89,77.80,149.60,26.70
77,'1000',None,122 cm 100 y-1,2.46,625.00,0.59,0.00,89.37,34.39,84.00,83.91,17.18,70.79,-13.12,119.68,3.64,1.30,0.82,0.84,7.40,98.40,21.25,76.60,153.20,27.00
78,'1000',None,122 cm 100 y-1,2.24,562.00,0.60,0.00,90.85,30.93,84.00,85.63,17.36,71.01,-14.62,119.91,3.70,1.10,0.82,0.74,6.60,98.30,21.62,75.20,156.90,27.20
79,'1000',None,122 cm 100 y-1,1.99,493.00,0.61,0.00,92.37,27.10,83.00,87.38,17.53,71.21,-16.17,120.11,3.76,1.00,0.82,0.64,5.80,98.10,22.00,73.40,160.70,27.40
80,'1000',None,122 cm 100 y-1,1.71,416.00,0.62,0.00,93.93,22.87,83.00,89.14,17.71,71.38,-17.76,120.28,3.82,0.80,0.81,0.53,4.90,97.90,22.38,71.30,164.50,27.60
81,'1000',None,122 cm 100 y-1,1.41,331.00,0.63,0.00,95.54,18.20,83.00,90.92,17.89,71.52,-19.40,120.42,3.89,0.70,0.81,0.41,3.90,97.60,22.77,68.80,168.40,27.70
82,'1000',None,122 cm 100 y-1,1.09,237.00,0.64,0.00,97.20,13.15,83.00,92.72,18.07,71.63,-21.09,120.53,3.95,0.50,0.81,0.29,2.80,97.40,23.17,65.90,172.40,27.80
83,'1000',None,122 cm 100 y-1,1.30,135.00,0.65,0.00,98.90,12.39,83.00,94.53,18.24,71.76,-22.77,120.66,4.02,0.30,0.80,0.16,2.70,97.10,23.57,63.20,176.40,28.00
84,'1000',None,122 cm 100 y-1,1.46,26.00,0.66,0.00,100.61,12.18,82.00,96.37,18.42,71.91,-24.46,120.80,4.09,0.10,0.80,0.03,2.60,96.80,23.98,60.60,180.50,28.10
85,'1000',None,122 cm 100 y-1,2.54,0.00,0.67,0.00,102.31,2.86,82.00,98.22,18.60,72.16,-26.06,121.06,4.16,0.00,0.80,0.00,0.60,96.70,24.39,59.00,184.60,28.40
86,'1000',None,122 cm 100 y-1,3.42,0.00,0.68,0.00,103.93,0.00,82.00,100.09,18.78,72.50,-27.59,121.40,4.23,0.00,0.80,0.00,0.00,96.60,24.82,58.10,188.90,28.70
87,'1000',None,122 cm 100 y-1,3.89,0.00,0.69,0.00,105.47,0.00,82.00,101.97,18.96,72.89,-29.08,121.79,4.29,0.00,0.79,0.00,0.00,96.50,25.25,57.70,193.20,29.10
88,'1000',None,122 cm 100 y-1,4.15,0.00,0.70,0.00,106.99,0.00,82.00,103.88,19.13,73.30,-30.57,122.20,4.35,0.00,0.79,0.00,0.00,96.50,25.68,57.50,197.50,29.50
89,'1000',None,122 cm 100 y-1,4.31,0.00,0.71,0.00,108.50,0.00,82.00,105.80,19.31,73.74,-32.06,122.63,4.41,0.00,0.79,0.00,0.00,96.50,26.12,57.40,201.90,29.90
90,'1000',None,122 cm 100 y-1,4.42,0.00,0.72,0.00,110.00,0.00,82.00,107.74,19.49,74.18,-33.56,123.08,4.48,0.00,0.78,0.00,0.00,96.50,26.57,57.40,206.40,30.40
91,'1000',None,122 cm 100 y-1,4.51,0.00,0.73,0.00,111.52,0.00,82.00,109.70,19.67,74.63,-35.07,123.53,4.54,0.00,0.78,0.00,0.00,96.50,27.02,57.40,210.90,30.80
92,'1000',None,122 cm 100 y-1,4.59,0.00,0.74,0.00,113.04,0.00,82.00,111.67,19.84,75.09,-36.59,123.99,4.60,0.00,0.78,0.00,0.00,96.50,27.48,57.30,215.50,31.30
93,'1000',None,122 cm 100 y-1,4.66,0.00,0.75,0.00,114.58,0.00,82.00,113.67,20.02,75.55,-38.11,124.45,4.66,0.00,0.78,0.00,0.00,96.50,27.95,57.30,220.20,31.80
94,'1000',None,122 cm 100 y-1,4.72,0.00,0.76,0.00,116.12,0.00,82.00,115.68,20.20,76.03,-39.65,124.92,4.72,0.00,0.77,0.00,0.00,96.50,28.42,57.30,224.90,32.20
95,'1000',None,122 cm 100 y-1,4.79,0.00,0.77,0.00,117.68,0.00,82.00,117.71,20.38,76.50,-41.20,125.40,4.79,0.00,0.77,0.00,0.00,96.50,28.90,57.30,229.70,32.70
96,'1000',None,122 cm 100 y-1,4.85,0.00,0.78,0.00,119.25,0.00,82.00,119.75,20.56,76.99,-42.76,125.89,4.85,0.00,0.77,0.00,0.00,96.50,29.39,57.30,234.60,33.20
97,'1000',None,122 cm 100 y-1,4.92,0.00,0.79,0.00,120.83,0.00,82.00,121.82,20.73,77.48,-44.34,126.38,4.92,0.00,0.76,0.00,0.00,96.50,29.88,57.30,239.50,33.70
98,'1000',None,122 cm 100 y-1,4.98,0.00,0.81,0.00,122.42,0.00,82.00,123.90,20.91,77.98,-45.92,126.88,4.98,0.00,0.76,0.00,0.00,96.50,30.38,57.30,244.50,34.20
99,'1000',None,122 cm 100 y-1,5.05,0.00,0.82,0.00,124.02,0.00,82.00,126.00,21.09,78.48,-47.52,127.38,5.05,0.00,0.76,0.00,0.00,96.50,30.88,57.30,249.50,34.70
100,'1000',None,122 cm 100 y-1,5.11,0.00,0.83,0.00,125.63,0.00,82.00,128.12,21.27,78.99,-49.12,127.89,5.11,0.00,0.75,0.00,0.00,96.50,31.39,57.30,254.60,35.20
1,'2000',None,60 cm 100 y-1,3.15,1715.00,0.22,0.00,32.89,94.33,79.00,4.69,3.48,48.12,43.43,98.96,2.36,3.40,0.94,1.34,20.20,93.00,6.01,2.30,0.80,4.30
2,'2000',None,60 cm 100 y-1,2.89,1716.00,0.22,0.00,32.92,94.36,79.00,5.04,3.53,48.40,43.37,99.25,0.81,3.40,0.94,1.35,20.20,93.20,6.09,4.40,1.60,4.60
3,'2000',None,60 cm 100 y-1,2.89,1717.00,0.22,0.00,32.99,94.42,79.00,5.39,3.58,48.69,43.30,99.54,0.82,3.40,0.94,1.36,20.20,93.40,6.17,6.50,2.40,4.90
4,'2000',None,60 cm 100 y-1,2.89,1718.00,0.22,0.00,33.06,94.48,80.00,5.75,3.64,48.98,43.23,99.83,0.82,3.40,0.94,1.36,20.20,93.60,6.26,8.60,3.30,5.20
5,'2000',None,60 cm 100 y-1,2.89,1719.00,0.22,0.00,33.14,94.54,80.00,6.12,3.69,49.27,43.15,100.12,0.82,3.40,0.94,1.37,20.20,93.80,6.34,10.60,4.10,5.50
6,'2000',None,60 cm 100 y-1,2.90,1720.00,0.22,0.00,33.22,94.61,80.00,6.49,3.74,49.56,43.07,100.41,0.83,3.40,0.94,1.38,20.20,94.00,6.42,12.70,4.90,5.80
7,'2000',None,60 cm 100 y-1,2.91,1721.00,0.22,0.00,33.31,94.68,80.00,6.87,3.79,49.85,42.98,100.70,0.83,3.40,0.94,1.39,20.30,94.20,6.50,14.80,5.70,6.10
8,'2000',None,60 cm 100 y-1,2.91,1723.00,0.22,0.00,33.40,94.75,80.00,7.25,3.85,50.14,42.89,100.99,0.84,3.40,0.93,1.40,20.30,94.40,6.59,16.80,6.60,6.30
9,'2000',None,60 cm 100 y-1,2.92,1724.00,0.22,0.00,33.49,94.83,80.00,7.64,3.90,50.43,42.80,101.28,0.84,3.40,0.93,1.42,20.30,94.60,6.67,18.90,7.40,6.60
10,'2000',None,60 cm 100 y-1,2.93,1726.00,0.22,0.00,33.59,94.91,81.00,8.03,3.95,50.73,42.70,101.57,0.85,3.50,0.93,1.43,20.30,94.80,6.76,21.00,8.30,6.90
11,'2000',None,60 cm 100 y-1,2.94,1727.00,0.22,0.00,33.70,95.00,81.00,8.43,4.00,51.02,42.59,101.87,0.85,3.50,0.93,1.44,20.30,95.00,6.84,23.10,9.10,7.20
12,'2000',None,60 cm 100 y-1,2.95,1729.00,0.22,0.00,33.81,95.08,81.00,8.83,4.06,51.32,42.49,102.16,0.86,3.50,0.93,1.45,20.30,95.20,6.93,25.20,10.00,7.50
13,'2000',None,60 cm 100 y-1,2.96,1730.00,0.22,0.00,33.92,95.17,81.00,9.24,4.11,51.61,42.37,102.46,0.86,3.50,0.93,1.47,20.40,95.40,7.01,27.30,10.80,7.80
14,'2000',None,60 cm 100 y-1,2.97,1732.00,0.22,0.00,34.04,95.27,81.00,9.65,4.16,51.91,42.26,102.76,0.87,3.50,0.93,1.48,20.40,95.70,7.10,29.40,11.70,8.10
15,'2000',None,60 cm 100 y-1,2.98,1734.00,0.22,0.00,34.16,95.37,81.00,10.07,4.21,52.21,42.14,103.05,0.87,3.50,0.93,1.50,20.40,95.90,7.19,31.50,12.60,8.40
16,'2000',None,60 cm 100 y-1,2.99,1736.00,0.23,0.00,34.29,95.47,82.00,10.49,4.27,52.51,42.01,103.35,0.88,3.50,0.93,1.51,20.40,96.10,7.28,33.60,13.50,8.70
17,'2000',None,60 cm 100 y-1,3.00,1738.00,0.23,0.00,34.42,95.57,82.00,10.92,4.32,52.81,41.88,103.65,0.89,3.50,0.93,1.53,20.40,96.30,7.36,35.70,14.30,9.00
18,'2000',None,60 cm 100 y-1,3.01,1740.00,0.23,0.00,34.55,95.67,82.00,11.36,4.37,53.11,41.75,103.95,0.89,3.50,0.93,1.55,20.50,96.50,7.45,37.80,15.20,9.30
19,'2000',None,60 cm 100 y-1,3.03,1742.00,0.23,0.00,34.69,95.78,82.00,11.80,4.42,53.41,41.61,104.26,0.90,3.50,0.93,1.56,20.50,96.70,7.54,40.00,16.10,9.60
20,'2000',None,60 cm 100 y-1,3.04,1744.00,0.23,0.00,34.83,95.89,82.00,12.24,4.48,53.71,41.47,104.56,0.91,3.50,0.93,1.58,20.50,96.90,7.63,42.10,17.00,9.90
21,'2000',None,60 cm 100 y-1,3.05,1746.00,0.23,0.00,34.98,96.01,83.00,12.69,4.53,54.02,41.33,104.87,0.92,3.50,0.93,1.60,20.50,97.10,7.73,44.20,18.00,10.20
22,'2000',None,60 cm 100 y-1,3.06,1748.00,0.23,0.00,35.13,96.12,83.00,13.15,4.58,54.33,41.18,105.17,0.92,3.50,0.93,1.62,20.60,97.40,7.82,46.40,18.90,10.50
